,Company,Review Date,Cocoa Percent,Company Location,Rating,Origin,Cocoa Category,Clusters,Cluster
848,Hummingbird,2015,0.7,Canada,3.5,Vietnam,Medium Cocoa Mass,1,purple
849,Hummingbird,2014,0.7,Canada,3.0,Bolivia,Medium Cocoa Mass,1,purple
850,Hummingbird,2014,0.7,Canada,3.0,Bolivia,Medium Cocoa Mass,1,purple
851,Hummingbird,2014,0.7,Canada,3.0,Nicaragua,Medium Cocoa Mass,1,purple
852,Hummingbird,2014,0.7,Canada,3.75,Dominican Republic,Medium Cocoa Mass,1,purple
853,Hummingbird,2014,0.7,Canada,3.5,Dominican Republic,Medium Cocoa Mass,1,purple
854,Hummingbird,2013,0.7,Canada,3.25,Venezuela,Medium Cocoa Mass,0,pink
855,Hummingbird,2013,0.7,Canada,3.75,Venezuela,Medium Cocoa Mass,0,pink
856,Idilio (Felchlin),2013,0.72,Switzerland,3.75,Venezuela,Medium Cocoa Mass,0,pink
857,Idilio (Felchlin),2011,0.72,Switzerland,3.75,Venezuela,Medium Cocoa Mass,0,pink
858,Idilio (Felchlin),2011,0.72,Switzerland,3.75,Venezuela,Medium Cocoa Mass,0,pink
859,Idilio (Felchlin),2011,0.72,Switzerland,3.25,Venezuela,Medium Cocoa Mass,0,pink
860,Idilio (Felchlin),2011,0.72,Switzerland,3.75,Venezuela,Medium Cocoa Mass,0,pink
861,Idilio (Felchlin),2011,0.74,Switzerland,4.0,Venezuela,Medium Cocoa Mass,0,pink
862,Idilio (Felchlin),2011,0.72,Switzerland,3.5,Venezuela,Medium Cocoa Mass,0,pink
863,Idilio (Felchlin),2011,0.7,Switzerland,4.0,Venezuela,Medium Cocoa Mass,0,pink
864,Idilio (Felchlin),2011,0.72,Switzerland,4.0,Venezuela,Medium Cocoa Mass,0,pink
865,Idilio (Felchlin),2011,0.72,Switzerland,4.0,Venezuela,Medium Cocoa Mass,0,pink
866,Indah,2016,0.61,India,2.5,India,Low Cocoa Mass,1,purple
867,Indaphoria,2012,0.7,U.S.A.,3.25,Dominican Republic,Medium Cocoa Mass,0,pink
868,Indaphoria,2012,0.7,U.S.A.,2.75,Dominican Republic,Medium Cocoa Mass,0,pink
869,Indi,2014,0.77,U.S.A.,3.0,Honduras,Medium Cocoa Mass,1,purple
870,iQ Chocolate,2012,0.72,Scotland,2.75,Peru,Medium Cocoa Mass,0,pink
871,iQ Chocolate,2012,0.72,Scotland,3.0,Peru,Medium Cocoa Mass,0,pink
872,Isidro,2014,0.72,U.S.A.,3.5,Madagascar,Medium Cocoa Mass,1,purple
873,Isidro,2014,0.72,U.S.A.,2.25,Peru,Medium Cocoa Mass,1,purple
874,Isidro,2014,0.72,U.S.A.,3.25,Belize,Medium Cocoa Mass,1,purple
875,Isidro,2014,0.72,U.S.A.,3.25,Dominican Republic,Medium Cocoa Mass,1,purple
876,Izard,2015,0.7,U.S.A.,3.5,Belize,Medium Cocoa Mass,1,purple
877,Izard,2015,0.7,U.S.A.,2.75,Dominican Republic,Medium Cocoa Mass,1,purple
878,Jacque Torres,2006,0.71,U.S.A.,2.0,Ghana,Medium Cocoa Mass,2,dark purple
879,Jordis,2015,0.63,Czech Republic,2.75,Madagascar,Low Cocoa Mass,1,purple
880,Just Good Chocolate,2014,0.7,U.S.A.,3.5,Belize,Medium Cocoa Mass,1,purple
881,Just Good Chocolate,2014,0.7,U.S.A.,3.5,Madagascar,Medium Cocoa Mass,1,purple
882,Just Good Chocolate,2014,0.7,U.S.A.,4.0,Peru,Medium Cocoa Mass,1,purple
883,Kah Kow,2013,0.7,Domincan Republic,3.5,Dominican Republic,Medium Cocoa Mass,0,pink
884,Kah Kow,2013,0.82,Domincan Republic,3.0,Dominican Republic,High Cocoa Mass,0,pink
885,Kah Kow,2013,0.55,Domincan Republic,3.25,Dominican Republic,Low Cocoa Mass,0,pink
886,Kah Kow,2013,0.62,Domincan Republic,3.25,Dominican Republic,Low Cocoa Mass,0,pink
887,Kakao,2012,0.64,Germany,2.5,Peru,Low Cocoa Mass,0,pink
888,Kakao,2009,0.65,Germany,3.75,Vanuatu,Low Cocoa Mass,2,dark purple
889,Kallari (Ecuatoriana),2008,0.7,Ecuador,3.0,Ecuador,Medium Cocoa Mass,2,dark purple
890,Kallari (Ecuatoriana),2008,0.7,Ecuador,3.5,Ecuador,Medium Cocoa Mass,2,dark purple
891,Kallari (Ecuatoriana),2008,0.75,Ecuador,2.75,Ecuador,Medium Cocoa Mass,2,dark purple
892,Kallari (Ecuatoriana),2008,0.85,Ecuador,2.5,Ecuador,High Cocoa Mass,2,dark purple
893,Kallari (Ecuatoriana),2008,0.85,Ecuador,2.75,Ecuador,High Cocoa Mass,2,dark purple
894,Kallari (Ecuatoriana),2008,0.85,Ecuador,3.0,Ecuador,High Cocoa Mass,2,dark purple
895,Kallari (Ecuatoriana),2008,0.75,Ecuador,2.5,Ecuador,Medium Cocoa Mass,2,dark purple
896,Kallari (Ecuatoriana),2008,0.85,Ecuador,3.0,Ecuador,High Cocoa Mass,2,dark purple
897,Kaoka (Cemoi),2009,0.7,France,2.75, ,Medium Cocoa Mass,2,dark purple
898,Kaoka (Cemoi),2009,0.8,France,2.75,Ecuador,High Cocoa Mass,2,dark purple
899,Kerchner,2013,0.7,U.S.A.,3.75,Dominican Republic,Medium Cocoa Mass,0,pink
900,Ki' Xocolatl,2009,0.72,Mexico,2.0,Mexico,Medium Cocoa Mass,2,dark purple
901,Kiskadee,2014,0.6,U.S.A.,3.0,Dominican Republic,Low Cocoa Mass,1,purple
902,Kto,2014,0.72,U.S.A.,2.5,Peru,Medium Cocoa Mass,1,purple
903,Kto,2014,0.72,U.S.A.,2.75,Venezuela,Medium Cocoa Mass,1,purple
904,Kto,2014,0.72,U.S.A.,3.0,Belize,Medium Cocoa Mass,1,purple
905,Kto,2014,0.72,U.S.A.,3.25,Madagascar,Medium Cocoa Mass,1,purple
906,Kto,2014,0.9,U.S.A.,3.25,Belize,High Cocoa Mass,1,purple
907,Kto,2014,0.72,U.S.A.,3.25,Dominican Republic,Medium Cocoa Mass,1,purple
908,Kto,2014,0.72,U.S.A.,3.25,Dominican Republic,Medium Cocoa Mass,1,purple
909,K'ul,2016,0.7,U.S.A.,3.25,Haiti,Medium Cocoa Mass,1,purple
910,K'ul,2016,0.7,U.S.A.,2.75,Peru,Medium Cocoa Mass,1,purple
911,K'ul,2016,0.7,U.S.A.,3.75,Ecuador,Medium Cocoa Mass,1,purple
912,K'ul,2016,0.7,U.S.A.,3.75,Brazil,Medium Cocoa Mass,1,purple
913,Kyya,2014,0.725,U.S.A.,2.5,Uganda,Medium Cocoa Mass,1,purple
914,Kyya,2014,0.725,U.S.A.,3.0,Dominican Republic,Medium Cocoa Mass,1,purple
915,Kyya,2014,0.725,U.S.A.,2.5,Ecuador,Medium Cocoa Mass,1,purple
916,Kyya,2014,0.725,U.S.A.,3.0,Madagascar,Medium Cocoa Mass,1,purple
917,L.A. Burdick (Felchlin),2012,0.74,U.S.A.,3.25,Peru,Medium Cocoa Mass,0,pink
918,L.A. Burdick (Felchlin),2012,0.7,U.S.A.,4.0,Brazil,Medium Cocoa Mass,0,pink
919,L.A. Burdick (Felchlin),2012,0.68,U.S.A.,3.75,Venezuela,Low Cocoa Mass,0,pink
920,L.A. Burdick (Felchlin),2011,0.74,U.S.A.,3.75,Ecuador,Medium Cocoa Mass,0,pink
921,L.A. Burdick (Felchlin),2010,0.75,U.S.A.,3.25,Grenada,Medium Cocoa Mass,0,pink
922,L.A. Burdick (Felchlin),2010,0.74,U.S.A.,3.75,Dominican Republic,Medium Cocoa Mass,0,pink
923,L.A. Burdick (Felchlin),2010,0.71,U.S.A.,3.0,Venezuela,Medium Cocoa Mass,0,pink
924,L.A. Burdick (Felchlin),2009,0.64,U.S.A.,3.5,Madagascar,Low Cocoa Mass,2,dark purple
925,L.A. Burdick (Felchlin),2009,0.68,U.S.A.,3.0,Bolivia,Low Cocoa Mass,2,dark purple
926,La Chocolaterie Nanairo,2016,0.7,Japan,2.25,Peru,Medium Cocoa Mass,1,purple
927,La Chocolaterie Nanairo,2016,0.7,Japan,2.5,Peru,Medium Cocoa Mass,1,purple
928,La Chocolaterie Nanairo,2016,0.7,Japan,3.0,Peru,Medium Cocoa Mass,1,purple
929,La Chocolaterie Nanairo,2016,0.7,Japan,3.0,Belize,Medium Cocoa Mass,1,purple
930,La Maison du Chocolat (Valrhona),2013,0.74,France,2.75,"Africa, Carribean, C. Am.",Medium Cocoa Mass,0,pink
931,La Maison du Chocolat (Valrhona),2013,0.6,France,3.25,Tobago,Low Cocoa Mass,0,pink
932,La Maison du Chocolat (Valrhona),2013,0.56,France,3.25,Ecuador,Low Cocoa Mass,0,pink
933,La Maison du Chocolat (Valrhona),2012,0.66,France,3.5,Dominican Republic,Low Cocoa Mass,0,pink
934,La Maison du Chocolat (Valrhona),2011,0.68,France,3.5,Grenada,Low Cocoa Mass,0,pink
935,La Maison du Chocolat (Valrhona),2009,0.68,France,3.25,Ghana,Low Cocoa Mass,2,dark purple
936,La Maison du Chocolat (Valrhona),2009,0.69,France,3.5,Venezuela,Low Cocoa Mass,2,dark purple
937,La Maison du Chocolat (Valrhona),2009,0.6,France,3.0, ,Low Cocoa Mass,2,dark purple
938,La Maison du Chocolat (Valrhona),2009,0.6,France,3.75, ,Low Cocoa Mass,2,dark purple
939,La Maison du Chocolat (Valrhona),2008,0.74,France,3.5,"Ven., Indonesia, Ecuad.",Medium Cocoa Mass,2,dark purple
940,La Oroquidea,2011,0.72,Peru,2.5,Peru,Medium Cocoa Mass,0,pink
941,La Pepa de Oro,2011,0.6,Ecuador,3.25,Ecuador,Low Cocoa Mass,0,pink
942,Laia aka Chat-Noir,2015,0.75,France,2.75,Madagascar,Medium Cocoa Mass,1,purple
943,Laia aka Chat-Noir,2015,0.75,France,2.75,Vietnam,Medium Cocoa Mass,1,purple
944,Laia aka Chat-Noir,2015,0.75,France,3.0,Cuba,Medium Cocoa Mass,1,purple
945,Laia aka Chat-Noir,2015,0.75,France,3.25,Peru,Medium Cocoa Mass,1,purple
946,Laia aka Chat-Noir,2015,0.75,France,3.0,Ivory Coast,Medium Cocoa Mass,1,purple
947,Laia aka Chat-Noir,2015,0.75,France,3.5,Sao Tome,Medium Cocoa Mass,1,purple
948,Laia aka Chat-Noir,2015,0.75,France,3.25,Brazil,Medium Cocoa Mass,1,purple
949,Laia aka Chat-Noir,2015,0.75,France,3.75,Vietnam,Medium Cocoa Mass,1,purple
950,Laia aka Chat-Noir,2014,0.7,France,2.75,Cuba,Medium Cocoa Mass,1,purple
951,Laia aka Chat-Noir,2014,0.68,France,2.75,Trinidad-Tobago,Low Cocoa Mass,1,purple
952,Lajedo do Ouro,2012,0.7,Brazil,3.5,Brazil,Medium Cocoa Mass,0,pink
953,Lake Champlain (Callebaut),2009,0.75,U.S.A.,2.5,Tanzania,Medium Cocoa Mass,2,dark purple
954,L'Amourette,2016,0.8,U.S.A.,3.5,Nicaragua,High Cocoa Mass,1,purple
955,L'Amourette,2012,0.75,U.S.A.,3.0,Venezuela,Medium Cocoa Mass,0,pink
956,L'Amourette,2012,0.75,U.S.A.,3.0,Venezuela,Medium Cocoa Mass,0,pink
957,L'Amourette,2012,0.72,U.S.A.,3.0,"Peru, Ecuador, Venezuela",Medium Cocoa Mass,0,pink
958,Letterpress,2017,0.7,U.S.A.,3.5,Honduras,Medium Cocoa Mass,1,purple
959,Letterpress,2017,0.7,U.S.A.,3.25,Belize,Medium Cocoa Mass,1,purple
960,Letterpress,2016,0.7,U.S.A.,3.25,Liberia,Medium Cocoa Mass,1,purple
961,Letterpress,2015,0.7,U.S.A.,3.25,Bolivia,Medium Cocoa Mass,1,purple
962,Letterpress,2015,0.7,U.S.A.,3.5,Trinidad,Medium Cocoa Mass,1,purple
963,Letterpress,2015,0.7,U.S.A.,3.0,Costa Rica,Medium Cocoa Mass,1,purple
964,Letterpress,2015,0.7,U.S.A.,3.25,Domincan Republic,Medium Cocoa Mass,1,purple
965,Letterpress,2015,0.7,U.S.A.,3.5,Tanzania,Medium Cocoa Mass,1,purple
966,Letterpress,2014,0.7,U.S.A.,3.5,Peru,Medium Cocoa Mass,1,purple
967,Levy,2014,0.71,Finland,3.5,Madagascar,Medium Cocoa Mass,1,purple
968,Lilla,2016,0.7,Finland,3.0,Madagascar,Medium Cocoa Mass,1,purple
969,Lillie Belle,2012,0.65,U.S.A.,3.5,Peru,Low Cocoa Mass,0,pink
970,Lillie Belle,2012,0.68,U.S.A.,3.5,Bolivia,Low Cocoa Mass,0,pink
971,Lillie Belle,2012,0.68,U.S.A.,3.75,Peru,Low Cocoa Mass,0,pink
972,Lillie Belle,2012,0.75,U.S.A.,2.75,"Venezuela, Dom. Rep.",Medium Cocoa Mass,0,pink
973,Lillie Belle,2012,0.74,U.S.A.,3.0,Dominican Republic,Medium Cocoa Mass,0,pink
974,Lillie Belle,2012,0.68,U.S.A.,3.5,Bolivia,Low Cocoa Mass,0,pink
975,Lindt & Sprungli,2007,0.85,Switzerland,3.0, ,High Cocoa Mass,2,dark purple
976,Loiza,2013,0.65,Puerto Rico,2.5,Puerto Rico,Low Cocoa Mass,0,pink
977,Lonohana,2014,0.7,U.S.A.,3.75,Hawaii,Medium Cocoa Mass,1,purple
978,Lonohana,2014,0.65,U.S.A.,3.25,Hawaii,Low Cocoa Mass,1,purple
979,Lonohana,2014,0.75,U.S.A.,3.75,Hawaii,Medium Cocoa Mass,1,purple
980,Lonohana,2013,0.71,U.S.A.,3.0,Hawaii,Medium Cocoa Mass,0,pink
981,Lonohana,2013,0.72,U.S.A.,3.0,Hawaii,Medium Cocoa Mass,0,pink
982,Lonohana,2013,0.7,U.S.A.,3.5,Hawaii,Medium Cocoa Mass,0,pink
983,Love Bar,2015,0.75,U.S.A.,2.0,Nicaragua,Medium Cocoa Mass,1,purple
984,Luker,2010,0.46,Colombia,2.75,"Colombia, Ecuador",Low Cocoa Mass,0,pink
985,Luker,2010,0.6,Colombia,3.0,"Colombia, Ecuador",Low Cocoa Mass,0,pink
986,Luker,2010,0.58,Colombia,3.0,"Colombia, Ecuador",Low Cocoa Mass,0,pink
987,Luker,2010,0.65,Colombia,3.5,Colombia,Low Cocoa Mass,0,pink
988,Machu Picchu Trading Co.,2011,0.7,Peru,1.5,Peru,Medium Cocoa Mass,0,pink
989,Machu Picchu Trading Co.,2010,0.55,Peru,2.25,Peru,Low Cocoa Mass,0,pink
990,Madecasse (Cinagra),2008,0.67,Madagascar,3.5,Madagascar,Low Cocoa Mass,2,dark purple
991,Madecasse (Cinagra),2008,0.7,Madagascar,3.75,Madagascar,Medium Cocoa Mass,2,dark purple
992,Madecasse (Cinagra),2008,0.63,Madagascar,4.0,Madagascar,Low Cocoa Mass,2,dark purple
993,Madecasse (Cinagra),2008,0.75,Madagascar,3.5,Madagascar,Medium Cocoa Mass,2,dark purple
994,Madre,2017,0.73,U.S.A.,3.5,Solomon Islands,Medium Cocoa Mass,1,purple
995,Madre,2013,0.7,U.S.A.,2.75,Puerto Rico,Medium Cocoa Mass,0,pink
996,Madre,2013,0.7,U.S.A.,3.5,Brazil,Medium Cocoa Mass,0,pink
997,Madre,2013,0.7,U.S.A.,2.75,Hawaii,Medium Cocoa Mass,0,pink
998,Madre,2013,0.7,U.S.A.,2.75,Mexico,Medium Cocoa Mass,0,pink
999,Madre,2012,0.7,U.S.A.,3.25,Hawaii,Medium Cocoa Mass,0,pink
1000,Madre,2012,0.7,U.S.A.,3.25,Hawaii,Medium Cocoa Mass,0,pink
1001,Madre,2012,0.7,U.S.A.,3.5,Hawaii,Medium Cocoa Mass,0,pink
1002,Madre,2011,0.7,U.S.A.,2.5,Dominican Republic,Medium Cocoa Mass,0,pink
1003,Madre,2011,0.7,U.S.A.,2.75,Costa Rica,Medium Cocoa Mass,0,pink
1004,Madre,2010,0.72,U.S.A.,2.75,Mexico,Medium Cocoa Mass,0,pink
1005,Maglio,2008,0.75,Italy,2.0,Tanzania,Medium Cocoa Mass,2,dark purple
1006,Maglio,2008,0.7,Italy,3.0,Ecuador,Medium Cocoa Mass,2,dark purple
1007,Maglio,2008,0.7,Italy,3.25,Cuba,Medium Cocoa Mass,2,dark purple
1008,Maglio,2008,0.7,Italy,3.75,Dominican Republic,Medium Cocoa Mass,2,dark purple
1009,Majani,2010,0.7,Italy,2.0,Ecuador,Medium Cocoa Mass,0,pink
1010,Malagasy (Chocolaterie Robert),2007,0.75,Madagascar,2.75,Madagascar,Medium Cocoa Mass,2,dark purple
1011,Malagasy (Chocolaterie Robert),2007,0.73,Madagascar,3.5,Madagascar,Medium Cocoa Mass,2,dark purple
1012,Malagos,2013,0.65,Philippines,3.5,Philippines,Low Cocoa Mass,0,pink
1013,Malie Kai (Guittard),2010,0.55,U.S.A.,3.5,Hawaii,Low Cocoa Mass,0,pink
1014,Malie Kai (Guittard),2009,0.55,U.S.A.,2.75,Hawaii,Low Cocoa Mass,2,dark purple
1015,Malmo,2016,0.7,Sweden,3.0,Venezuela,Medium Cocoa Mass,1,purple
1016,Mana,2015,0.74,U.S.A.,2.5,Ecuador,Medium Cocoa Mass,1,purple
1017,Mana,2014,0.74,U.S.A.,2.5,Peru,Medium Cocoa Mass,1,purple
1018,Mana,2014,0.74,U.S.A.,2.75,Venezuela,Medium Cocoa Mass,1,purple
1019,Mana,2012,0.74,U.S.A.,3.75,Dominican Republic,Medium Cocoa Mass,0,pink
1020,Manifesto Cacao,2014,0.7,Colombia,2.75,Colombia,Medium Cocoa Mass,1,purple
1021,Manoa,2015,0.72,U.S.A.,3.5,Papua New Guinea,Medium Cocoa Mass,1,purple
1022,Manoa,2015,0.72,U.S.A.,3.75,Costa Rica,Medium Cocoa Mass,1,purple
1023,Manoa,2013,0.72,U.S.A.,3.75,Hawaii,Medium Cocoa Mass,0,pink
1024,Manoa,2012,0.72,U.S.A.,3.25,Liberia,Medium Cocoa Mass,0,pink
1025,Manoa,2012,0.72,U.S.A.,2.75,Hawaii,Medium Cocoa Mass,0,pink
1026,Manoa,2012,0.72,U.S.A.,3.0,Peru,Medium Cocoa Mass,0,pink
1027,Manoa,2012,0.72,U.S.A.,3.25,Hawaii,Medium Cocoa Mass,0,pink
1028,Manufaktura Czekolady,2016,0.7,Poland,3.75,Nicaragua,Medium Cocoa Mass,1,purple
1029,Manufaktura Czekolady,2016,0.7,Poland,3.5,Peru,Medium Cocoa Mass,1,purple
1030,Manufaktura Czekolady,2014,0.7,Poland,3.75,Venezuela,Medium Cocoa Mass,1,purple
1031,Manufaktura Czekolady,2014,0.85,Poland,3.5,Colombia,High Cocoa Mass,1,purple
1032,Manufaktura Czekolady,2012,0.7,Poland,3.25,Dominican Republic,Medium Cocoa Mass,0,pink
1033,Manufaktura Czekolady,2012,0.7,Poland,3.5,Ghana,Medium Cocoa Mass,0,pink
1034,Manufaktura Czekolady,2012,0.7,Poland,3.25,Ecuador,Medium Cocoa Mass,0,pink
1035,Map Chocolate,2016,0.75,U.S.A.,3.25,Vietnam,Medium Cocoa Mass,1,purple
1036,Map Chocolate,2015,0.7,U.S.A.,3.5,Dominican Republic,Medium Cocoa Mass,1,purple
1037,Map Chocolate,2015,0.62,U.S.A.,3.5,Peru,Low Cocoa Mass,1,purple
1038,Map Chocolate,2015,0.7,U.S.A.,3.5,Ecuador,Medium Cocoa Mass,1,purple
1039,Map Chocolate,2015,0.7,U.S.A.,2.75,Trinidad,Medium Cocoa Mass,1,purple
1040,Map Chocolate,2015,0.7,U.S.A.,3.5,Nicaragua,Medium Cocoa Mass,1,purple
1041,Map Chocolate,2015,0.68,U.S.A.,3.5,Peru,Low Cocoa Mass,1,purple
1042,Map Chocolate,2015,0.75,U.S.A.,2.75,Colombia,Medium Cocoa Mass,1,purple
1043,Map Chocolate,2015,0.72,U.S.A.,3.0,Tanzania,Medium Cocoa Mass,1,purple
1044,Map Chocolate,2015,0.78,U.S.A.,3.5,Honduras,Medium Cocoa Mass,1,purple
1045,Marana,2016,0.7,Peru,3.0,Peru,Medium Cocoa Mass,1,purple
1046,Marana,2016,0.7,Peru,2.75,Peru,Medium Cocoa Mass,1,purple
1047,Marana,2016,0.7,Peru,3.0,Peru,Medium Cocoa Mass,1,purple
1048,Marigold's Finest,2016,0.75,Canada,3.25, ,Medium Cocoa Mass,1,purple
1049,Marou,2015,0.85,Vietnam,3.25,Vietnam,High Cocoa Mass,1,purple
1050,Marou,2015,0.68,Vietnam,3.5,Vietnam,Low Cocoa Mass,1,purple
1051,Marou,2015,0.7,Vietnam,3.75,Vietnam,Medium Cocoa Mass,1,purple
1052,Marou,2013,0.75,Vietnam,3.5,Vietnam,Medium Cocoa Mass,0,pink
1053,Marou,2012,0.76,Vietnam,3.5,Vietnam,Medium Cocoa Mass,0,pink
1054,Marou,2012,0.72,Vietnam,3.5,Vietnam,Medium Cocoa Mass,0,pink
1055,Marou,2012,0.7,Vietnam,3.5,Vietnam,Medium Cocoa Mass,0,pink
1056,Marou,2012,0.78,Vietnam,3.5,Vietnam,Medium Cocoa Mass,0,pink
1057,Marou,2012,0.8,Vietnam,3.0,Vietnam,High Cocoa Mass,0,pink
1058,Marou,2012,0.74,Vietnam,3.5,Vietnam,Medium Cocoa Mass,0,pink
1059,Mars,2010,0.65,U.S.A.,3.0,Costa Rica,Low Cocoa Mass,0,pink
1060,Mars,2010,0.65,U.S.A.,3.0,Ivory Coast,Low Cocoa Mass,0,pink
1061,Mars,2010,0.65,U.S.A.,3.25,Nigeria,Low Cocoa Mass,0,pink
1062,Mars,2010,0.65,U.S.A.,3.5,Ghana,Low Cocoa Mass,0,pink
1063,Marsatta,2013,0.74,U.S.A.,2.25,Dominican Republic,Medium Cocoa Mass,0,pink
1064,Marsatta,2013,0.89,U.S.A.,2.5,Dominican Republic,High Cocoa Mass,0,pink
1065,Martin Mayer,2016,0.76,Austria,2.75,Bolivia,Medium Cocoa Mass,1,purple
1066,Martin Mayer,2016,0.82,Austria,3.0,Haiti,High Cocoa Mass,1,purple
1067,Martin Mayer,2016,0.74,Austria,3.25,Colombia,Medium Cocoa Mass,1,purple
1068,Mast Brothers,2015,0.76,U.S.A.,3.0,Guatemala,Medium Cocoa Mass,1,purple
1069,Mast Brothers,2015,0.74,U.S.A.,3.25,Tanzania,Medium Cocoa Mass,1,purple
1070,Mast Brothers,2014,0.75,U.S.A.,3.75,"Peru, Belize",Medium Cocoa Mass,1,purple
1071,Mast Brothers,2012,0.73,U.S.A.,3.5,"Peru, Mad., Dom. Rep.",Medium Cocoa Mass,0,pink
1072,Mast Brothers,2012,0.72,U.S.A.,2.5,,Medium Cocoa Mass,0,pink
1073,Mast Brothers,2012,0.73,U.S.A.,2.75,Venezuela,Medium Cocoa Mass,0,pink
1074,Mast Brothers,2011,0.72,U.S.A.,3.5, ,Medium Cocoa Mass,0,pink
1075,Mast Brothers,2011,0.76,U.S.A.,3.0,Venezuela,Medium Cocoa Mass,0,pink
1076,Mast Brothers,2011,0.7,U.S.A.,3.0,Venezuela,Medium Cocoa Mass,0,pink
1077,Mast Brothers,2011,0.81,U.S.A.,2.75,Venezuela,High Cocoa Mass,0,pink
1078,Mast Brothers,2011,0.7,U.S.A.,3.5,Belize,Medium Cocoa Mass,0,pink
1079,Mast Brothers,2011,0.71,U.S.A.,2.75,Papua New Guinea,Medium Cocoa Mass,0,pink
1080,Mast Brothers,2011,0.75,U.S.A.,3.0,Peru,Medium Cocoa Mass,0,pink
1081,Mast Brothers,2011,0.73,U.S.A.,3.25,Dominican Republic,Medium Cocoa Mass,0,pink
1082,Mast Brothers,2011,0.74,U.S.A.,3.75,Dominican Republic,Medium Cocoa Mass,0,pink
1083,Mast Brothers,2010,0.81,U.S.A.,2.75,Venezuela,High Cocoa Mass,0,pink
1084,Mast Brothers,2010,0.75,U.S.A.,3.0,Venezuela,Medium Cocoa Mass,0,pink
1085,Mast Brothers,2010,0.7,U.S.A.,3.25,Dominican Republic,Medium Cocoa Mass,0,pink
1086,Matale,2013,0.72,Australia,3.5,Vanuatu,Medium Cocoa Mass,0,pink
1087,Matale,2013,0.68,Australia,4.0,Madagascar,Low Cocoa Mass,0,pink
1088,Matale,2013,0.74,Australia,4.0,Papua New Guinea,Medium Cocoa Mass,0,pink
1089,Matale,2013,0.7,Australia,3.75,"PNG, Vanuatu, Mad",Medium Cocoa Mass,0,pink
1090,Maverick,2014,0.7,U.S.A.,3.25,Belize,Medium Cocoa Mass,1,purple
1091,Maverick,2014,0.7,U.S.A.,3.25,Dominican Republic,Medium Cocoa Mass,1,purple
1092,Maverick,2014,0.82,U.S.A.,3.25,Peru,High Cocoa Mass,1,purple
1093,Maverick,2014,0.63,U.S.A.,3.5,Peru,Low Cocoa Mass,1,purple
1094,Mayacama,2016,0.72,U.S.A.,3.0,Domincan Republic,Medium Cocoa Mass,1,purple
1095,Meadowlands,2014,0.7,U.S.A.,2.5,Bolivia,Medium Cocoa Mass,1,purple
1096,Meadowlands,2014,0.7,U.S.A.,2.75,Venezuela,Medium Cocoa Mass,1,purple
1097,Meadowlands,2014,0.7,U.S.A.,3.0,Belize,Medium Cocoa Mass,1,purple
1098,Meadowlands,2014,0.7,U.S.A.,3.0,Nicaragua,Medium Cocoa Mass,1,purple
1099,Meadowlands,2014,0.7,U.S.A.,3.5,Dominican Republic,Medium Cocoa Mass,1,purple
1100,Menakao (aka Cinagra),2012,0.8,Madagascar,2.5,Madagascar,High Cocoa Mass,0,pink
1101,Menakao (aka Cinagra),2012,0.72,Madagascar,2.5,Madagascar,Medium Cocoa Mass,0,pink
1102,Mesocacao,2015,0.8,Honduras,2.75,El Salvador,High Cocoa Mass,1,purple
1103,Mesocacao,2015,0.7,Honduras,3.0,El Salvador,Medium Cocoa Mass,1,purple
1104,Mesocacao,2014,0.8,Honduras,3.25,Honduras,High Cocoa Mass,1,purple
1105,Mesocacao,2014,0.7,Honduras,3.5,Honduras,Medium Cocoa Mass,1,purple
1106,Mesocacao,2014,0.7,Honduras,3.25,Nicaragua,Medium Cocoa Mass,1,purple
1107,Mesocacao,2014,0.8,Honduras,3.5,Nicaragua,High Cocoa Mass,1,purple
1108,Metiisto,2014,0.7,Sweden,3.0,Brazil,Medium Cocoa Mass,1,purple
1109,Metiisto,2014,0.72,Sweden,3.5,Madagascar,Medium Cocoa Mass,1,purple
1110,Metropolitan,2015,0.7,Amsterdam,3.5,South America,Medium Cocoa Mass,1,purple
1111,Michel Cluizel,2012,0.66,France,3.75,Mexico,Low Cocoa Mass,0,pink
1112,Michel Cluizel,2007,0.66,France,3.5,Venezuela,Low Cocoa Mass,2,dark purple
1113,Michel Cluizel,2007,0.67,France,3.5,Sao Tome,Low Cocoa Mass,2,dark purple
1114,Michel Cluizel,2006,0.6,France,2.0, ,Low Cocoa Mass,2,dark purple
1115,Michel Cluizel,2006,0.85,France,2.0, ,High Cocoa Mass,2,dark purple
1116,Michel Cluizel,2006,0.7,France,3.0,Sao Tome,Medium Cocoa Mass,2,dark purple
1117,Michel Cluizel,2006,0.67,France,4.0,Dominican Republic,Low Cocoa Mass,2,dark purple
1118,Michel Cluizel,2006,0.65,France,4.0,Madagascar,Low Cocoa Mass,2,dark purple
1119,Michel Cluizel,2006,0.64,France,4.0,Papua New Guinea,Low Cocoa Mass,2,dark purple
1120,Michel Cluizel,2006,0.99,France,2.0, ,High Cocoa Mass,2,dark purple
1121,Middlebury,2015,0.8,U.S.A.,3.5,Belize,High Cocoa Mass,1,purple
1122,Middlebury,2015,0.7,U.S.A.,3.5,Trinidad,Medium Cocoa Mass,1,purple
1123,Middlebury,2015,0.75,U.S.A.,3.75,Dominican Republic,Medium Cocoa Mass,1,purple
